cod_ine,FP,n_lineas_emt_unicas_log_norm,n_comercios_log_norm,n_monumentos_log_norm,pct_area_turistica_log_norm
4625018005,0.35723,0.2,0.446811,0.0,0.782111
4625018006,0.382437,0.316993,0.533934,0.0,0.678821
4625018007,0.246498,0.2,0.345821,0.239812,0.200357
4625018008,0.294076,0.316993,0.384997,0.0,0.474313
4625018009,0.0,0.0,0.0,0.0,0.0
4625018010,0.181523,0.0,0.148937,0.0,0.577154
4625019001,0.176436,0.316993,0.148937,0.239812,0.0
4625019002,0.05,0.2,0.0,0.0,0.0
4625019003,0.124469,0.2,0.297874,0.0,0.0
4625019004,0.206202,0.2,0.384997,0.239812,0.0
4625019005,0.060687,0.2,0.0,0.0,0.042747
4625019006,0.316734,0.464386,0.446811,0.239812,0.115925
4625019007,0.257695,0.464386,0.551133,0.0,0.015261
4625019008,0.285001,0.316993,0.551133,0.239812,0.032066
4625019009,0.320188,0.316993,0.723533,0.239812,0.000414
4625019011,0.256202,0.4,0.384997,0.239812,0.0
4625019012,0.207128,0.4,0.418119,0.0,0.010393
4625019013,0.137234,0.4,0.148937,0.0,0.0
4625019014,0.226098,0.4,0.297874,0.0,0.206517
4625019015,0.147664,0.2,0.23606,0.0,0.154597
4625019016,0.124716,0.2,0.297874,0.0,0.000991
