cod_ine,coddistrit,pob_total,pob_2023,pct_65mas_2023,pct_65mas_2024,pct_65mas_2025,renta_pc,n_edificios,pct_anterior_1980,pct_posterior_2010,suhi_2023,suhi_2024,suhi_2025,ndvi_medio_2023,ndvi_medio_2024,ndvi_medio_2025,suhi_ref,ndvi_ref,pct_65mas,pct_65mas_hvi,renta_pc_hvi,suhi_ref_hvi,ndvi_ref_hvi,pct_65mas_norm,renta_pc_norm,suhi_ref_norm,ndvi_ref_norm,HVI,HVI_quintil,n_paradas_emt,n_lineas_emt_unicas,n_bocas_metro,n_lineas_metro_unicas,n_comercios,n_monumentos,pct_area_turistica,n_lineas_emt_unicas_norm,n_lineas_metro_unicas_norm,n_comercios_norm,n_monumentos_norm,pct_area_turistica_norm,visitantes_log_norm,FP,n_lineas_emt_unicas_log_norm,n_comercios_log_norm,n_monumentos_log_norm,pct_area_turistica_log_norm,FP_opt2,wk
4625002001,2,1044,1003,27.318,26.2042,25.1916,22696.0,43,83.7209,6.9767,5.98810367173598,3.9773318682608423,4.3964010318377404,0.1227393649899484,0.1177126066363145,0.1263050030942926,4.7873,0.1227393649899484,27.318,27.318,22696.0,4.7873,0.1227393649899484,0.600392,0.47257,0.830752,0.921039,0.706188,Q3 medio,1,3,1,3,13,1,20.72214488389733,0.096774,0.75,0.125,0.058824,0.357454,0.0,0.490476,0.4,0.567056,0.239812,0.755038,0.490476,0.855028
4625002003,2,1100,990,24.0404,22.4138,21.5455,21202.0,48,97.9167,2.0833,6.4739814470896375,4.668406075728718,4.933288102408553,0.1241863389089645,0.1133881726249404,0.1253012746320767,5.3586,0.1241863389089645,24.0404,24.0404,21202.0,5.3586,0.1241863389089645,0.512067,0.522213,0.869886,0.917964,0.705532,Q3 medio,2,5,0,0,2,0,1.0573490981710765,0.16129,0.0,0.019231,0.0,0.018239,0.0,0.2325,0.516993,0.23606,0.0,0.176946,0.2325,0.726149
4625002004,2,1646,1543,22.6831,21.6371,21.0814,19635.0,49,93.8776,2.0408,5.246149763279144,5.643849290738695,4.1871545292056735,0.180590427229741,0.1606208809173761,0.1818541079173952,5.0257,0.180590427229741,22.6831,22.6831,19635.0,5.0257,0.180590427229741,0.475491,0.574281,0.847082,0.798094,0.673737,Q2 bajo,1,2,0,0,8,1,0.0,0.064516,0.0,0.076923,0.058824,0.0,0.0,0.257231,0.316993,0.472119,0.239812,0.0,0.257231,0.675483
4625002006,2,1434,1346,22.6597,23.5165,23.152,19396.0,50,98.0,0.0,5.53115146739755,6.52258550348006,4.902467290267712,0.1440403318434724,0.1341164223698,0.1458820750450548,5.6521,0.1440403318434724,22.6597,22.6597,19396.0,5.6521,0.1440403318434724,0.47486,0.582223,0.88999,0.87577,0.705711,Q3 medio,2,3,0,0,13,0,0.0,0.096774,0.0,0.125,0.0,0.0,0.0,0.241764,0.4,0.567056,0.0,0.0,0.241764,0.731084
4625002008,2,1331,1255,21.5139,21.3509,21.713,20710.0,75,97.3333,0.0,5.836973149371096,4.074170425556484,5.132281177361624,0.1322040138140659,0.1229702772052923,0.129702292696333,5.0145,0.1322040138140659,21.5139,21.5139,20710.0,5.0145,0.1322040138140659,0.443983,0.538561,0.846315,0.900925,0.682446,Q3 medio,1,5,0,0,16,0,0.0,0.16129,0.0,0.153846,0.0,0.0,0.0,0.281442,0.516993,0.608775,0.0,0.0,0.281442,0.704684
4625002009,2,1179,1112,17.1763,17.0396,17.0483,20191.0,68,92.6471,0.0,5.876864970955298,5.522464549043908,5.774834209255009,0.1234259810655085,0.1156716192440332,0.1276358078386371,5.7247,0.1234259810655085,17.1763,17.1763,20191.0,5.7247,0.1234259810655085,0.327094,0.555807,0.894963,0.91958,0.674361,Q2 bajo,1,1,0,0,7,0,0.0,0.032258,0.0,0.067308,0.0,0.0,0.0,0.161703,0.2,0.446811,0.0,0.0,0.161703,0.629474
4625002010,2,955,967,21.0962,21.5544,23.4555,18598.0,43,79.0698,0.0,4.999490921485124,6.448800625968809,5.371423484087551,0.1247109022343085,0.1137790130885616,0.1252799812365097,5.6066,0.1247109022343085,21.0962,21.0962,18598.0,5.6066,0.1247109022343085,0.432727,0.608739,0.886873,0.916849,0.711297,Q4 alto,1,3,0,0,7,0,0.0,0.096774,0.0,0.067308,0.0,0.0,0.0,0.211703,0.4,0.446811,0.0,0.0,0.211703,0.727268
4625002013,2,1425,1331,18.1067,17.5177,16.8421,18087.0,106,80.1887,3.7736,5.8339806564131225,5.037716794491027,5.114589556282232,0.1207799642684165,0.1157205538547422,0.1194788133275774,5.3288,0.1207799642684165,18.1067,18.1067,18087.0,5.3288,0.1207799642684165,0.352166,0.625719,0.867844,0.925203,0.692733,Q3 medio,1,5,0,0,27,1,0.0,0.16129,0.0,0.259615,0.058824,0.0,0.0,0.368199,0.516993,0.715993,0.239812,0.0,0.368199,0.767939
4625002014,2,857,844,20.0237,21.5029,22.4037,23133.0,60,78.3333,0.0,5.275262704199128,4.212089851954143,4.637334321180587,0.1329278023838307,0.1286460591264913,0.1363551841250874,4.7082,0.1329278023838307,20.0237,20.0237,23133.0,4.7082,0.1329278023838307,0.403826,0.45805,0.825334,0.899387,0.646649,Q2 bajo,1,1,0,0,11,0,0.0,0.032258,0.0,0.105769,0.0,0.0,0.0,0.183484,0.2,0.533934,0.0,0.0,0.183484,0.585427
4625002015,2,1225,1156,15.1384,15.1771,15.3469,18369.0,101,92.0792,0.9901,5.86635480198286,5.437256886495717,5.50608540017871,0.1305978387148263,0.1263371239453878,0.1361362486587253,5.6032,0.1305978387148263,15.1384,15.1384,18369.0,5.6032,0.1305978387148263,0.272177,0.616348,0.886641,0.904338,0.669876,Q2 bajo,0,0,0,0,22,0,0.0,0.0,0.0,0.211538,0.0,0.0,0.0,0.168432,0.0,0.673726,0.0,0.0,0.168432,0.62393
4625002016,2,1483,1419,22.4101,21.4724,21.7802,22782.0,97,77.3196,4.1237,5.423740510923994,4.687389931953674,4.954497163507416,0.1469367923509054,0.1388425969326387,0.1446353714172014,5.0219,0.1469367923509054,22.4101,22.4101,22782.0,5.0219,0.1469367923509054,0.468134,0.469713,0.846822,0.869615,0.663571,Q2 bajo,4,8,0,0,7,0,0.0,0.258065,0.0,0.067308,0.0,0.0,0.0,0.270199,0.633985,0.446811,0.0,0.0,0.270199,0.661786
4625002018,2,1913,611,29.6236,29.3638,26.5029,18615.0,61,80.3279,1.6393,6.471224574033747,5.490845797407346,4.964600961498191,0.1402830641357119,0.1309048034291586,0.14337388469835,5.6422,0.1402830641357119,29.6236,29.6236,18615.0,5.6422,0.1402830641357119,0.662523,0.608174,0.889312,0.883755,0.760941,Q5 muy alto,1,2,0,0,10,0,0.0,0.064516,0.0,0.096154,0.0,0.0,0.0,0.208058,0.316993,0.515238,0.0,0.0,0.208058,0.82367
4625002019,2,1184,1137,17.7661,17.3043,17.3142,17628.0,71,95.7746,1.4085,5.868409631310692,5.77698573301409,5.704574948647032,0.1404808348935953,0.1362882601924164,0.1448642922000866,5.7833,0.1404808348935953,17.7661,17.7661,17628.0,5.7833,0.1404808348935953,0.342988,0.64097,0.898977,0.883335,0.691568,Q3 medio,2,2,0,0,28,0,0.0,0.064516,0.0,0.269231,0.0,0.0,0.0,0.260132,0.316993,0.723533,0.0,0.0,0.260132,0.712191
4625002020,2,1078,1040,19.3269,19.6548,20.9647,18688.0,25,84.0,0.0,3.839562386011379,3.854198727226813,3.4124056722362504,0.258304506167814,0.2771452334215617,0.2802949194030281,3.7021,0.258304506167814,19.3269,19.3269,18688.0,3.7021,0.258304506167814,0.385048,0.605748,0.756417,0.632935,0.595037,Q1 muy bajo,1,1,0,0,4,0,0.0,0.032258,0.0,0.038462,0.0,0.0,0.0,0.136455,0.2,0.345821,0.0,0.0,0.136455,0.46007
4625002021,2,825,787,17.9161,17.9268,18.303,19305.0,51,84.3137,3.9216,5.592198055546254,4.319594729814941,5.275951811823778,0.1236716202464711,0.11965715901954,0.1259469302204181,5.0626,0.1236716202464711,17.9161,17.9161,19305.0,5.0626,0.1236716202464711,0.34703,0.585247,0.84961,0.919058,0.675236,Q2 bajo,3,6,0,0,6,0,0.0,0.193548,0.0,0.057692,0.0,0.0,0.0,0.244898,0.561471,0.418119,0.0,0.0,0.244898,0.672349
4625002023,2,1274,1187,20.1348,19.8529,19.3093,19068.0,44,79.5455,0.0,6.570877498857897,6.465866091230836,5.223561236616926,0.1478000033051764,0.1322887321322816,0.1507566745859853,6.0868,0.1478000033051764,20.1348,20.1348,19068.0,6.0868,0.1478000033051764,0.406819,0.593122,0.919767,0.86778,0.696872,Q3 medio,1,2,0,0,4,0,0.0,0.064516,0.0,0.038462,0.0,0.0,0.0,0.165704,0.316993,0.345821,0.0,0.0,0.165704,0.675984
4625002024,2,754,718,20.6128,20.2703,20.8223,18415.0,35,100.0,0.0,4.851805144367235,6.583905425106298,5.9338316534329705,0.1224316851746001,0.1181641272824575,0.1264554730728157,5.7898,0.1224316851746001,20.6128,20.6128,18415.0,5.7898,0.1224316851746001,0.419701,0.61482,0.899423,0.921693,0.713909,Q4 alto,0,0,0,0,4,0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.086455,0.0,0.345821,0.0,0.0,0.086455,0.670494
4625002025,2,813,768,17.5781,17.6697,15.9902,16508.0,36,97.2222,0.0,6.0137666465931,6.119627502815012,5.923329822901375,0.1512647911467446,0.1411141671776624,0.1570276186593633,6.0189,0.1512647911467446,17.5781,17.5781,16508.0,6.0189,0.1512647911467446,0.337922,0.678186,0.915116,0.860417,0.69791,Q3 medio,1,1,0,0,10,0,0.0,0.032258,0.0,0.096154,0.0,0.0,0.0,0.17881,0.2,0.515238,0.0,0.0,0.17881,0.684519
4625002026,2,987,1020,17.2549,17.9463,16.8186,18221.0,56,85.7143,0.0,6.667693840320483,5.42363250952948,5.079676626685578,0.1341887334141445,0.1289401813245721,0.1343384968487927,5.7237,0.1341887334141445,17.2549,17.2549,18221.0,5.7237,0.1341887334141445,0.329212,0.621266,0.894895,0.896707,0.68552,Q3 medio,0,0,0,0,20,0,0.0,0.0,0.0,0.192308,0.0,0.0,0.0,0.163545,0.0,0.654179,0.0,0.0,0.163545,0.65246
4625002030,2,832,816,19.7304,19.0998,19.2308,16648.0,54,83.3333,3.7037,5.444538719236389,4.518803532831771,4.740086796371767,0.1299551378374946,0.1248680370024267,0.128598612295274,4.9011,0.1299551378374946,19.7304,19.7304,16648.0,4.9011,0.1299551378374946,0.395922,0.673534,0.838547,0.905704,0.703427,Q3 medio,1,1,0,0,6,0,0.0,0.032258,0.0,0.057692,0.0,0.0,0.0,0.15453,0.2,0.418119,0.0,0.0,0.15453,0.683425
4625002031,2,1146,1079,16.3114,16.4995,16.2304,17436.0,52,96.1538,0.0,5.399190520334587,4.655406905776893,4.913138761421326,0.123292316537503,0.1192227506676028,0.1195557956160698,4.9892,0.123292316537503,16.3114,16.3114,17436.0,4.9892,0.123292316537503,0.303787,0.64735,0.844582,0.919864,0.678896,Q2 bajo,0,0,0,0,7,0,0.0,0.0,0.0,0.067308,0.0,0.0,0.0,0.111703,0.0,0.446811,0.0,0.0,0.111703,0.613718
4625002032,2,890,870,27.4713,27.4487,27.3034,17022.0,26,73.0769,3.8462,5.278036051038884,4.876651745144949,3.81954790114838,0.2841940874751306,0.2733308445513076,0.2841055332813111,4.6581,0.2841940874751306,27.4713,27.4713,17022.0,4.6581,0.2841940874751306,0.604523,0.661106,0.821902,0.577915,0.666362,Q2 bajo,3,2,0,0,0,0,49.60749798159025,0.064516,0.0,0.0,0.0,0.855722,0.0,0.319869,0.316993,0.0,0.0,0.962484,0.319869,0.691871
4625002033,2,1641,1586,26.6078,27.1482,27.7879,32468.0,119,81.5126,4.2017,5.375602597157614,3.571514071996565,4.220071044426868,0.162893196489528,0.1607936491363839,0.1676386139037395,4.3891,0.162893196489528,26.6078,26.6078,32468.0,4.3891,0.162893196489528,0.581253,0.147865,0.803476,0.835704,0.592075,Q1 muy bajo,5,14,0,0,28,2,0.0,0.451613,0.0,0.269231,0.117647,0.0,0.0,0.471251,0.781378,0.723533,0.380094,0.0,0.471251,0.619783
4625002035,2,1061,1088,26.4706,26.8984,28.3695,36918.0,52,84.6154,3.8462,5.206022735014838,3.907829662216182,3.909656709581797,0.1472685822530036,0.1437338851552129,0.151622528728903,4.3412,0.1472685822530036,26.4706,26.4706,36918.0,4.3412,0.1472685822530036,0.577556,0.0,0.800195,0.868909,0.561665,Q1 muy bajo,0,0,0,0,17,1,0.0,0.0,0.0,0.163462,0.058824,0.0,0.0,0.215217,0.0,0.621056,0.239812,0.0,0.215217,0.433006
4625002036,2,835,772,27.3316,26.5031,26.3473,36918.0,54,75.9259,0.0,6.001136844171664,4.484964330577225,4.591597336721136,0.1163473517734542,0.1154297268375178,0.1242033196851956,5.0259,0.1163473517734542,27.3316,27.3316,36918.0,5.0259,0.1163473517734542,0.600758,0.0,0.847096,0.934623,0.595619,Q1 muy bajo,0,0,0,0,13,0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.141764,0.0,0.567056,0.0,0.0,0.141764,0.463847
4625002037,2,1362,1303,24.7122,23.8342,24.8899,32467.0,87,90.8046,2.2989,5.008835468695889,4.416464070979839,4.669873117770898,0.1294994512202198,0.1264106612723561,0.1347174086889877,4.6984,0.1294994512202198,24.7122,24.7122,32467.0,4.6984,0.1294994512202198,0.530171,0.147898,0.824662,0.906673,0.602351,Q1 muy bajo,2,5,0,0,43,2,3.994882306379623,0.16129,0.0,0.413462,0.117647,0.068911,0.0,0.526176,0.516993,0.813112,0.380094,0.394504,0.526176,0.667274
4625002039,2,1614,1539,27.4854,27.3537,27.3234,35110.0,77,85.7143,1.2987,4.001518517190911,3.113965673477811,3.601782379795698,0.253432021381049,0.2476666462039552,0.2649038914920942,3.5724,0.253432021381049,27.4854,27.4854,35110.0,3.5724,0.253432021381049,0.604903,0.060076,0.747532,0.64329,0.51395,Q1 muy bajo,5,10,1,4,16,1,21.64323716201709,0.322581,1.0,0.153846,0.058824,0.373343,0.0,0.576424,0.691886,0.608775,0.239812,0.765224,0.576424,0.51725
4625002041,2,800,768,26.9531,27.654,27.25,34784.0,36,75.0,0.0,3.77585574213304,1.916683549872438,2.6655433493922738,0.245269926599034,0.2323106739688247,0.2465116628543579,2.786,0.245269926599034,26.9531,26.9531,34784.0,2.786,0.245269926599034,0.590559,0.070909,0.693665,0.660637,0.503942,Q1 muy bajo,3,13,0,0,10,0,22.590593474074502,0.419355,0.0,0.096154,0.0,0.389684,0.0,0.512996,0.761471,0.515238,0.0,0.775277,0.512996,0.466084
